t,"counter Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)",t.loRaGW[1],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[1].packetForwarder($0=""avg"", #0 - General-0-20210629-13:59:03-23484)",t.loRaGW[2],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[2].packetForwarder($0=""avg"", #0 - General-0-20210629-13:59:03-23484)",t.loRaGW[3],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[3].packetForwarder($0=""avg"", #0 - General-0-20210629-13:59:03-23484)",t.loRaGW[4],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[4].packetForwarder($0=""avg"", #0 - General-0-20210629-13:59:03-23484)","SF Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)","TP Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)","X Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)","Y Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)","Z Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-13:59:03-23484)"
117069.34610780938,247.0,,-1000.0,117069.592892001,-128.67982441963,,-1000.0,,-1000.0,9.0,2.0,312.55215753794,333.8030862402,1.6187301360941
117875.85802946144,252.0,117876.10481364654,-128.36752858916,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,419.92893289829,187.95017145552,1.1614736440182
118042.43937610208,253.0,,-1000.0,,-1000.0,,-1000.0,118042.6861603038,-129.14463738045,9.0,2.0,165.93219519326,389.77940172423,1.3387813621138
118130.82139538262,254.0,,-1000.0,,-1000.0,,-1000.0,118131.06817955172,-127.55023125494,9.0,2.0,160.7850289002,417.42460618688,1.3344005575813
119688.437743143,266.0,,-1000.0,,-1000.0,119688.68452735318,-129.51433449015,,-1000.0,9.0,2.0,194.11923262304,251.02354996606,1.6502225246766
121284.40739293591,281.0,,-1000.0,,-1000.0,,-1000.0,121284.65417713072,-128.82846297035,9.0,2.0,131.16302823439,448.25995997683,1.2410590283581
121501.94278258125,283.0,121502.18956674976,-127.51905997493,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,396.28151583858,192.41399239797,1.1652418886785
121607.07198069344,285.0,,-1000.0,,-1000.0,121607.31876487484,-128.18352703763,,-1000.0,9.0,2.0,169.93682267694,193.27018675192,1.5533699825034
122506.92929793688,295.0,,-1000.0,122507.17608211563,-128.05206324462,,-1000.0,,-1000.0,9.0,2.0,288.5632299255,286.41231806252,1.2667727931214
122573.50306352707,296.0,,-1000.0,,-1000.0,122573.74984774616,-129.89086430234,,-1000.0,9.0,2.0,226.54607877832,230.67372964919,1.4131786254879
122624.16432725496,297.0,,-1000.0,,-1000.0,122624.41111143568,-128.15189653582,,-1000.0,9.0,2.0,179.35230474335,188.2578124723,1.5245904469324
124444.54926440076,312.0,,-1000.0,124444.79604861225,-129.57059498359,,-1000.0,,-1000.0,9.0,2.0,317.1956231891,342.6784075295,1.6249213549078
125890.56991051129,321.0,,-1000.0,125890.8166947067,-128.85698818157,,-1000.0,,-1000.0,9.0,2.0,309.86216295799,276.42288223468,1.8259806079898
126323.92120702469,327.0,,-1000.0,,-1000.0,126324.1679912352,-129.52985886459,,-1000.0,9.0,2.0,151.03303870165,229.25825134355,1.2125671823195
127200.6872439198,332.0,127200.9340281366,-129.79604714358,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,403.83693337188,248.22724953371,1.7342852598512
130612.91728059117,360.0,,-1000.0,,-1000.0,,-1000.0,130613.16406476796,-127.95383986673,9.0,2.0,130.39562649043,435.00206063251,1.8317758442128
132569.63931199396,374.0,132569.88609615946,-127.35641821642,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,411.45357301555,202.66428220866,1.8366493987051
133711.19946657767,380.0,,-1000.0,133711.44625076567,-128.50818384131,,-1000.0,,-1000.0,9.0,2.0,284.82332766781,332.90697032641,1.3457458530521
134914.48864164052,386.0,,-1000.0,,-1000.0,134914.73542582695,-128.43338541945,,-1000.0,9.0,2.0,215.33247937372,212.46960523025,1.9349151724919
135651.61534936633,394.0,,-1000.0,135651.86213357045,-129.25033976223,,-1000.0,,-1000.0,9.0,2.0,333.51823242848,311.22180354131,1.1925225149001
136539.24111143255,398.0,,-1000.0,136539.48789560448,-127.70003937792,,-1000.0,,-1000.0,9.0,2.0,278.31561106402,305.76742250082,1.9208442511994
136572.6722441725,399.0,,-1000.0,136572.9190283704,-128.96988096159,,-1000.0,,-1000.0,9.0,2.0,306.3482999959,273.68268787033,1.9262787652967
136677.83423490103,400.0,136678.08101909465,-128.77260401886,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,394.52878124013,172.75596809738,1.9433737385829
136821.50253687907,402.0,,-1000.0,,-1000.0,136821.7493210846,-129.31161961767,,-1000.0,9.0,2.0,185.49725549782,173.16836224186,1.6207423084627
138107.69703175736,416.0,,-1000.0,138107.9438159608,-129.22104101168,,-1000.0,,-1000.0,9.0,2.0,303.03002023476,270.53050587034,1.5880124726221
140119.29297237672,433.0,,-1000.0,,-1000.0,140119.5397565764,-129.05342978051,,-1000.0,9.0,2.0,209.29354278911,238.43150747976,1.5979215059894
140264.93729476235,434.0,,-1000.0,,-1000.0,,-1000.0,140265.18407892794,-127.36132233904,9.0,2.0,137.04163545533,421.14010101125,1.3457851516944
141432.6498256497,438.0,,-1000.0,,-1000.0,141432.89660983803,-128.52259033663,,-1000.0,9.0,2.0,191.94625062391,239.91793013446,1.6129010221159
142086.7829254001,445.0,,-1000.0,142087.02970960463,-129.26952071464,,-1000.0,,-1000.0,9.0,2.0,302.54901023814,270.06959103097,1.4648891986768
145031.41168684477,473.0,,-1000.0,145031.65847104264,-128.96991730389,,-1000.0,,-1000.0,9.0,2.0,317.94846220739,280.61687469434,1.3024355162811
148431.0346660506,495.0,,-1000.0,,-1000.0,148431.28145021567,-127.3327931709,,-1000.0,9.0,2.0,189.00982088282,222.79505213317,1.9177032720346
149908.50752648743,507.0,,-1000.0,,-1000.0,,-1000.0,149908.75431066615,-128.04953171377,9.0,2.0,126.75547406508,432.04546109326,1.7725897124551
150892.61860403305,512.0,,-1000.0,,-1000.0,,-1000.0,150892.8653882467,-129.6622095599,9.0,2.0,107.273725092,434.92269430018,1.8536549243337
151311.55846665247,513.0,,-1000.0,151311.80525086404,-129.57400317513,,-1000.0,,-1000.0,9.0,2.0,257.31306270191,316.59248834862,1.3136009982979
151705.26075082933,516.0,,-1000.0,151705.5075350177,-128.52576414234,,-1000.0,,-1000.0,9.0,2.0,323.79845568601,296.41263308112,1.5420823429965
151775.95779726247,517.0,,-1000.0,,-1000.0,151776.20458147724,-129.70998635827,,-1000.0,9.0,2.0,179.99205662973,169.99320794394,1.0762206086142
152627.3131868221,521.0,,-1000.0,,-1000.0,152627.55997103572,-129.66010240421,,-1000.0,9.0,2.0,192.11595359792,169.86648066833,1.461491823198
154777.2017370576,542.0,,-1000.0,,-1000.0,154777.44852124093,-128.27975089167,,-1000.0,9.0,2.0,211.81742835195,217.73739067145,1.4851302682244
158013.11563631048,564.0,,-1000.0,158013.36242052048,-129.50647414545,,-1000.0,,-1000.0,9.0,2.0,329.00092538823,331.41053851062,1.6464697085445
159036.06071334032,570.0,,-1000.0,159036.30749753665,-128.89966059008,,-1000.0,,-1000.0,9.0,2.0,309.11550173415,338.3663385699,1.6563747181347
159206.501080103,572.0,,-1000.0,,-1000.0,159206.74786428877,-128.40037889702,,-1000.0,9.0,2.0,203.90581687027,189.71778141666,1.5782817867433
159488.11552203618,573.0,,-1000.0,159488.36230620937,-127.76503077241,,-1000.0,,-1000.0,9.0,2.0,278.85280407296,311.39858056404,1.4907707058213
160466.21159454578,579.0,,-1000.0,160466.45837872452,-128.05061243661,,-1000.0,,-1000.0,9.0,2.0,274.66034836756,302.29352206276,1.4631152823717
161601.0973299928,586.0,,-1000.0,,-1000.0,161601.3441141971,-129.25850986637,,-1000.0,9.0,2.0,159.69701380799,185.04656740687,1.7605066733481
163505.76191403903,602.0,,-1000.0,163506.00869825663,-129.82977523315,,-1000.0,,-1000.0,9.0,2.0,277.89704233375,346.74147819597,1.7549222588128
164098.1577088124,609.0,164098.4044930271,-129.70698189622,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,400.83163377508,247.52998038588,1.8060588067931
165231.55692018056,618.0,165231.8037043879,-129.3914153146,,-1000.0,,-1000.0,,-1000.0,9.0,2.0,432.52948856676,183.74341153243,1.6163446438914
165270.1864199721,619.0,,-1000.0,165270.43320414177,-127.58124524321,,-1000.0,,-1000.0,9.0,2.0,282.59177390258,303.53760889685,1.2987120287548
165711.55503415025,624.0,,-1000.0,165711.8018183452,-128.83455739892,,-1000.0,,-1000.0,9.0,2.0,293.02218923616,339.50568834927,1.5114439700516
165740.46021474432,625.0,,-1000.0,,-1000.0,,-1000.0,165740.70699895133,-129.37835227565,9.0,2.0,113.61185950609,440.89775676912,1.8495200258214
167444.48216348796,634.0,,-1000.0,167444.72894769415,-129.34085308448,,-1000.0,,-1000.0,9.0,2.0,259.75358785223,296.79018168936,1.6437262505379
167745.39872190688,637.0,,-1000.0,167745.6455061168,-129.50253554142,,-1000.0,,-1000.0,9.0,2.0,300.52561466675,346.55823420477,1.1145924889989
168358.21205931352,643.0,,-1000.0,,-1000.0,168358.45884353085,-129.81731337938,,-1000.0,9.0,2.0,176.37745585463,168.56186225494,1.9317060692999
168845.91688302456,645.0,,-1000.0,,-1000.0,168846.16366724577,-129.97589587296,,-1000.0,9.0,2.0,150.77599274253,238.52871256615,1.4600650273825
169084.77157499953,649.0,,-1000.0,,-1000.0,,-1000.0,169085.0183591818,-128.22827915648,9.0,2.0,169.89864330444,429.77754854219,1.3770633588287
169323.22679443203,650.0,,-1000.0,,-1000.0,169323.4735786268,-128.82583868645,,-1000.0,9.0,2.0,216.78632196155,222.19544885046,1.0985686820849
170830.14417712827,660.0,,-1000.0,,-1000.0,170830.3909613223,-128.79192885324,,-1000.0,9.0,2.0,218.10105736435,205.23371364232,1.3423578712906
