t,"counter Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)",t.loRaGW[0],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[0].packetForwarder($0=""avg"", #0 - General-0-20210629-16:46:16-19069)",t.loRaGW[1],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[1].packetForwarder($0=""avg"", #0 - General-0-20210629-16:46:16-19069)",t.loRaGW[2],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[2].packetForwarder($0=""avg"", #0 - General-0-20210629-16:46:16-19069)",t.loRaGW[4],"Gateway / Received RSSI LoRaNetworkTest.loRaGW[4].packetForwarder($0=""avg"", #0 - General-0-20210629-16:46:16-19069)","SF Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)","TP Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)","X Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)","Y Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)","Z Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210629-16:46:16-19069)"
123812.71436636629,235.0,123813.2079345356,-129.56184784663,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,89.982177107905,98.58320628149,1.7454136985126
124581.24104853932,240.0,124581.73461670964,-129.61521610891,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,57.959926798881,106.048642821,1.9038259021656
124966.61000832974,243.0,,-1000.0,124967.10357652995,-131.07536872423,,-1000.0,,-1000.0,10.0,0.0,263.80223217193,170.25995025164,1.486631057748
125237.57151176556,245.0,,-1000.0,125238.06508001206,-132.95487058683,,-1000.0,,-1000.0,10.0,0.0,224.50388131087,90.456382667707,1.8452151769893
125442.89015943072,246.0,,-1000.0,,-1000.0,,-1000.0,125443.38372766822,-132.61871210226,10.0,0.0,368.84745619688,285.95785203591,1.4487539647707
126051.55163525342,251.0,,-1000.0,,-1000.0,126052.04520342105,-129.4717245528,126052.04520348836,-132.52095751897,10.0,0.0,406.46345778491,360.28793370186,1.5727601841817
126326.6509120213,254.0,,-1000.0,,-1000.0,,-1000.0,126327.14448025526,-132.48299070585,10.0,0.0,373.98118081626,288.592885151,1.4038324636682
127321.4249400969,262.0,127321.91850830308,-131.34106285545,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,112.77813916334,102.08875052635,1.4220532383058
128675.90002511605,272.0,,-1000.0,128676.39359336156,-132.91937878895,,-1000.0,,-1000.0,10.0,0.0,303.12901904558,167.82430857319,1.7242314440317
128944.2203160864,273.0,,-1000.0,,-1000.0,,-1000.0,128944.71388428668,-131.07819505269,10.0,0.0,374.13830934113,304.84739555338,1.3699424108195
130144.48150760736,279.0,,-1000.0,130144.97507585165,-132.87366825018,,-1000.0,,-1000.0,10.0,0.0,281.37888107279,184.85524104199,1.2990153485222
130440.65556968623,280.0,,-1000.0,130441.14913791728,-132.36966199119,,-1000.0,,-1000.0,10.0,0.0,229.60892193283,176.21594787759,1.7722194979691
132540.4187544961,292.0,,-1000.0,,-1000.0,132540.91232269228,-130.89239651974,,-1000.0,10.0,0.0,445.27269258135,335.22800562907,1.5182871419462
134804.68580283847,306.0,,-1000.0,134805.17937108575,-132.98334054004,,-1000.0,,-1000.0,10.0,0.0,231.16440324103,184.50605559889,1.3726689605595
135245.4268854832,310.0,,-1000.0,135245.92045365332,-129.60424145186,,-1000.0,,-1000.0,10.0,0.0,272.89581359579,133.93855609002,1.2485380936245
136554.4259497084,320.0,,-1000.0,136554.91951795263,-132.87040497532,,-1000.0,,-1000.0,10.0,0.0,307.33366529964,111.42516874016,1.5134119987452
136892.23121439354,322.0,,-1000.0,,-1000.0,136892.7247825732,-130.09803043005,136892.7247826296,-132.56366487652,10.0,0.0,412.29735711376,332.94291396012,1.7437361821202
137100.44399725823,323.0,137100.93756547777,-131.90790933316,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,37.25178845837,126.69489301108,1.8511962099079
137376.92403270592,327.0,,-1000.0,137377.4176008686,-129.20007228613,,-1000.0,,-1000.0,10.0,0.0,264.03876917829,132.53661397253,1.6941431090218
137542.43760120892,328.0,,-1000.0,,-1000.0,,-1000.0,137542.9311693913,-130.23317626203,10.0,0.0,370.14062175683,314.08564396953,1.4488343660367
138322.9841232404,332.0,138323.47769146034,-131.92470931309,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,50.958548573145,139.45070487488,1.307190962802
138585.64884844425,334.0,,-1000.0,,-1000.0,138586.142416664,-131.91677484872,,-1000.0,10.0,0.0,415.67715663546,400.41206664101,1.5880280889811
140158.7842449134,345.0,,-1000.0,140159.27781310628,-130.73894964834,,-1000.0,,-1000.0,10.0,0.0,262.03159312061,166.52213778139,1.4303917592944
141192.0517549824,351.0,141192.54532319756,-131.72630522842,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,116.71105540334,106.34839179427,1.3881925443725
142698.82390373514,360.0,,-1000.0,142699.3174719393,-131.25224858383,,-1000.0,,-1000.0,10.0,0.0,274.27683641418,168.76535704702,1.3372471670822
143095.93543989543,364.0,,-1000.0,143096.42900807556,-130.12136782006,,-1000.0,,-1000.0,10.0,0.0,234.91970631804,127.78970261768,1.7748843971454
143809.80358631935,368.0,,-1000.0,,-1000.0,143810.29715451453,-130.84604182648,,-1000.0,10.0,0.0,448.90739396537,343.53659908585,1.1531933944685
144273.2880810212,370.0,,-1000.0,144273.78164918994,-129.53242284292,,-1000.0,,-1000.0,10.0,0.0,264.50477127295,147.40899400973,1.2832663651729
145815.93470042685,378.0,,-1000.0,145816.42826866196,-132.5270754512,,-1000.0,,-1000.0,10.0,0.0,272.16233766333,184.72436266027,1.6829317602301
145879.99116461832,379.0,,-1000.0,145880.48473283992,-131.9936893222,,-1000.0,,-1000.0,10.0,0.0,267.12137336236,90.865223600868,1.5511271586692
146015.3653554019,380.0,,-1000.0,146015.8589236088,-131.37181906628,,-1000.0,,-1000.0,10.0,0.0,219.79122730351,129.93861147412,1.4529104859521
146572.52276297606,382.0,,-1000.0,146573.01633115936,-130.27873303936,,-1000.0,,-1000.0,10.0,0.0,236.37030504203,150.05007938597,1.6532808513843
148230.89891722528,393.0,148231.39248546623,-132.74932000747,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,89.431316083663,153.29262290507,1.592731637358
149229.7118412438,396.0,,-1000.0,149230.2054094502,-131.3510480322,,-1000.0,,-1000.0,10.0,0.0,296.43482920063,130.57718439263,1.7488268227937
150185.60521166728,402.0,,-1000.0,,-1000.0,150186.09877989255,-132.14145912194,150186.0987798784,-131.55476636661,10.0,0.0,376.28837290157,374.76409587624,1.3458019042403
150397.5736370346,404.0,,-1000.0,,-1000.0,,-1000.0,150398.0672052594,-132.12223137054,10.0,0.0,390.57557490044,301.36097703054,1.5025363196418
151004.9874495714,409.0,,-1000.0,,-1000.0,,-1000.0,151005.48101781617,-132.89145811192,10.0,0.0,369.13795421625,283.24223799048,1.2023411566341
152124.29142560257,414.0,,-1000.0,152124.78499384347,-132.74736879115,,-1000.0,,-1000.0,10.0,0.0,268.52215678964,187.66831392902,1.2799578131668
154047.79689876895,426.0,,-1000.0,154048.290467016,-132.97495767535,,-1000.0,,-1000.0,10.0,0.0,266.0426027719,80.414204792625,1.0428868973518
154390.75712411696,428.0,,-1000.0,,-1000.0,154391.25069231723,-131.07833165965,,-1000.0,10.0,0.0,433.29970059067,324.05706693956,1.0906592026922
155309.17765572987,433.0,,-1000.0,155309.67122397356,-132.85040744746,,-1000.0,,-1000.0,10.0,0.0,229.33982639709,89.051232186985,1.3553409062874
156224.68348355195,441.0,,-1000.0,,-1000.0,,-1000.0,156225.17705171384,-129.15642662492,10.0,0.0,363.82904455409,340.78811210651,1.6865082829542
157154.14667745528,447.0,,-1000.0,,-1000.0,157154.64024567432,-131.88810658551,,-1000.0,10.0,0.0,455.78374680877,331.16817706753,1.4217068346279
158018.54415353682,452.0,,-1000.0,,-1000.0,158019.0377217328,-130.88283814246,,-1000.0,10.0,0.0,446.15212580712,336.48515809976,1.5566379914038
158610.2325232144,457.0,,-1000.0,158610.7260914225,-131.42551829363,,-1000.0,,-1000.0,10.0,0.0,247.08886725218,97.674840011376,1.5238232782885
159242.57514816336,461.0,,-1000.0,159243.06871635423,-130.64442092481,,-1000.0,,-1000.0,10.0,0.0,285.06268547843,121.1824733736,1.6307539987888
159889.64991909033,464.0,,-1000.0,,-1000.0,159890.1434873049,-131.70034941782,,-1000.0,10.0,0.0,456.28608221715,375.42946581701,1.267806060415
160388.0559396452,468.0,160388.5495078781,-132.44346273123,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,24.812214427816,105.38092722442,1.1281980520459
161273.52894530876,473.0,,-1000.0,161274.02251351008,-131.12592099035,,-1000.0,,-1000.0,10.0,0.0,257.00243168813,99.72308386228,1.332638844386
162277.45630263715,480.0,,-1000.0,162277.94987086556,-132.26606329771,,-1000.0,,-1000.0,10.0,0.0,268.65008624506,88.525884657398,1.2394048530032
163370.18280383942,487.0,,-1000.0,,-1000.0,163370.67637206404,-132.11551317628,163370.67637205875,-131.8999397014,10.0,0.0,398.26472695978,314.57444003241,1.0761252174285
163455.25281604927,488.0,163455.74638428778,-132.65718593051,,-1000.0,,-1000.0,,-1000.0,10.0,0.0,124.32655620142,117.33906123215,1.0702606593279
164949.13711152977,499.0,,-1000.0,164949.63067974872,-131.88477768145,,-1000.0,,-1000.0,10.0,0.0,215.37607558441,122.50124972559,1.7719419592608
165468.62875579836,504.0,,-1000.0,,-1000.0,,-1000.0,165469.12232404237,-132.86393923243,10.0,0.0,349.75792626537,390.91543249125,1.338021629753
167091.485755685,513.0,,-1000.0,167091.9793239238,-132.66829181849,,-1000.0,,-1000.0,10.0,0.0,294.20516687895,97.127075106847,1.53071216472
167409.18108957185,515.0,,-1000.0,,-1000.0,167409.67465775917,-130.47529592755,167409.67465778047,-131.44843570613,10.0,0.0,391.60669562669,361.88176728713,1.4266155987918
168786.97936748835,525.0,,-1000.0,168787.4729357059,-131.82710848064,,-1000.0,,-1000.0,10.0,0.0,288.74530178605,166.00191456881,1.2879205380875
168869.5723425845,526.0,,-1000.0,168870.06591077903,-130.81706040156,,-1000.0,,-1000.0,10.0,0.0,277.16842555703,109.71907741281,1.269418459703
171254.59399659652,548.0,,-1000.0,,-1000.0,171255.08756483198,-132.54049094811,171255.08756479,-130.76604047183,10.0,0.0,385.13798829865,317.99619076936,1.098914886891
171626.364212382,553.0,,-1000.0,171626.85778056754,-130.38888199017,,-1000.0,,-1000.0,10.0,0.0,271.14027788365,111.3557473772,1.5937599573524
171719.03395766023,554.0,,-1000.0,171719.52752582807,-129.48364596337,,-1000.0,,-1000.0,10.0,0.0,263.69969439778,146.87858783065,1.3368063777228
171828.13503224164,555.0,,-1000.0,171828.62860045835,-131.79104924179,,-1000.0,,-1000.0,10.0,0.0,275.06694662459,175.02953495318,1.4291031686149
172420.5944670238,560.0,,-1000.0,,-1000.0,172421.0880352023,-130.03856482101,172421.08803523803,-131.68743515682,10.0,0.0,397.20003314529,357.81474575163,1.2368721339042
